GEOID,year,total_renters_count,GRAPI_under_15_count,GRAPI_15_to_19.9_count,GRAPI_20_to_24.9_count,GRAPI_25_to_29.9_count,GRAPI_30_to_35_count,GRAPI_35_or_greater_count,GRAPI_unknown_count
06001400100,2015,0.04986125847972106,0.00040714046229101554,0.02369431438385574,0.0003094267513411718,0.010840233144165944,0.007898104794618579,0.006712038943448608,0.00932845492316316
06001404400,2015,0.03326764800541705,0.011713960565287694,0.0,0.008902610029618648,0.008902610029618648,0.0,0.003748467380892062,0.003279908958280554
06001404502,2015,0.18117456420025607,0.03787246292508859,0.029860777241618904,0.007323126578757209,0.020262796716792066,0.02787005875884431,0.05798534197915498,0.0527278927145352
06001404600,2015,0.048003746480295886,0.009185902104254151,0.008889582681536275,0.0005926388454357517,0.004444791340768138,0.008296943836100523,0.016593887672201046,0.01511229055861167
06001430101,2015,3.4350102638891964,0.22574656256485262,0.6713983221410643,0.5154651790021667,0.2623409140765052,0.36145752659023844,1.3986017595143694,0.18820666377142942
06001430102,2015,0.0519316730449908,0.004977976439223494,0.00586852329219798,0.009333073187591967,0.004960529258332213,0.010168219906710286,0.016623350960934858,0.0015666844628442257
06001451104,2015,0.14589973849560306,0.01585866722778294,0.025373867564452708,0.00528622240926098,0.03171733445556588,0.014801422745930746,0.05286222409260981,0.10043822577595862
06013301000,2015,262.8386831142518,15.990186044973493,77.95215696924578,7.9950930224867465,42.97362499586626,0.0,117.92762208167952,75.95338371362409
06013302005,2015,872.3831530242763,35.0,74.08147506838058,84.03082840425212,144.07486898175515,49.0,486.19598056988843,0.0
06013302006,2015,185.15867413870717,9.352900145152113,17.544598989432274,17.457463151123108,39.296261850251156,11.2396235553502,90.26782644739833,37.20041242811108
06013302007,2015,394.27058962235617,9.03023139229083,10.046653383164859,55.03918884185848,92.02537944044168,45.020527488592535,183.10860907600778,62.01716844500467
06013302009,2015,848.4024475906251,110.46961144192188,104.87179227039555,101.20467482644676,122.51745643241615,38.15630875383965,371.182603865605,14.02879097787469
06013302011,2015,607.6499834431811,67.88096152902935,104.78726829927714,87.98602420307252,57.00462235021021,46.08534711815009,243.90575994344184,38.59072478519234
06013302012,2015,114.08206968150371,12.745720888554207,19.66932235887995,16.522230781459157,10.700111363230693,8.654501837907178,45.790182451472525,7.238310628067821
06013302013,2015,159.63983152494646,0.7024835147864583,33.150763269187706,12.918389700472977,31.184760005281813,0.20246913486350052,81.48096590035402,0.07459389179181598
06013302014,2015,194.46289417317416,0.0001592782175353018,41.35116970285501,15.646983830866276,37.99789678462293,0.00042094957491472623,99.4662636270375,0.00017065523307353765
06013303104,2015,400.78429163165157,18.67214669831322,69.35368773659195,96.02818301989655,8.00234858499138,49.347816274113505,159.38010931774497,20.00587146247845
06013303105,2015,200.21228957517914,9.327694023469245,34.645720658600055,47.970997834984686,3.9975831529153907,24.651762776311575,79.6185311288982,9.993957882288477
06013303106,2015,1189.0701785649749,130.02652782196182,191.90122037172296,85.18979409025084,121.05918107561962,201.76530179269938,459.12815341272034,47.52693775561363
06013303107,2015,136.92982143502508,14.973472178038188,22.09877962827705,9.810205909749158,13.940818924380382,23.234698207300635,52.87184658727967,5.473062244386372
06013303202,2015,557.4515578613209,16.262132504976872,76.51659932670162,1.0157327866063919,118.11715100585762,48.85753318963903,296.6824090475394,0.09590213596714785
06013303204,2015,494.81604908589065,40.737867495023124,14.90409786403285,47.69311316490513,2.9808195728065705,116.25196333945624,272.24818764966676,14.90409786403285
06013303206,2015,584.6739387104321,27.92302436336372,41.02975008494261,77.50063904933604,42.16946536507991,123.65910789489648,272.39195195281343,47.29818412569773
06013303207,2015,427.2206333933809,20.4015700412715,29.98254717135797,56.63273550070381,30.81163584740663,90.3510412702982,199.0411035623428,34.557761498480296
06013303208,2015,215.1042312850395,0.13839183391470836,27.524467190648114,46.418316970643765,6.571451566090447,7.723853499228674,126.72775022451378,0.23441882071266926
06013303209,2015,358.9588319401014,0.4759793203216494,45.64345991409593,77.00881773312292,11.206219383136798,13.797722917778199,210.82663267164588,0.8062506854427939
06013303210,2015,86.16920263445145,0.0,25.850760790335436,5.50525461275662,15.797687149649432,11.967944810340478,27.047555271369482,4.069101235515763
06013303211,2015,268.33639533477583,0.0,80.50091860043275,17.143714146388458,49.19500581137557,37.26894379649664,84.22781298008242,12.67144089080886
