GEO_ID,NAME,year,total_renters_count,GRAPI_under_15_count,GRAPI_15_to_19.9_count,GRAPI_20_to_24.9_count,GRAPI_25_to_29.9_count,GRAPI_30_to_35_count,GRAPI_35_or_greater_count,GRAPI_unknown_count
1400000US06013314104,"Census Tract 3141.04, Contra Costa County, California",2017,1247,69,85,200,143,139,611.0,156.0
1400000US06013314200,"Census Tract 3142, Contra Costa County, California",2017,597,29,23,41,92,28,384.0,39.0
1400000US06013315000,"Census Tract 3150, Contra Costa County, California",2017,239,13,9,77,0,0,140.0,20.0
1400000US06013316000,"Census Tract 3160, Contra Costa County, California",2017,425,59,55,44,31,53,183.0,12.0
1400000US06013317000,"Census Tract 3170, Contra Costa County, California",2017,633,85,25,110,130,19,264.0,62.0
1400000US06013318000,"Census Tract 3180, Contra Costa County, California",2017,620,77,135,64,90,47,207.0,36.0
1400000US06013319000,"Census Tract 3190, Contra Costa County, California",2017,1138,76,139,215,178,74,456.0,76.0
1400000US06013320001,"Census Tract 3200.01, Contra Costa County, California",2017,405,49,58,129,73,17,79.0,1.0
1400000US06013320003,"Census Tract 3200.03, Contra Costa County, California",2017,139,0,15,22,14,29,59.0,0.0
1400000US06013320004,"Census Tract 3200.04, Contra Costa County, California",2017,786,42,89,121,91,116,327.0,36.0
1400000US06013321101,"Census Tract 3211.01, Contra Costa County, California",2017,882,18,86,190,155,96,337.0,19.0
1400000US06013321102,"Census Tract 3211.02, Contra Costa County, California",2017,383,64,50,35,102,63,69.0,0.0
1400000US06013321103,"Census Tract 3211.03, Contra Costa County, California",2017,231,0,26,61,36,39,69.0,10.0
1400000US06013321200,"Census Tract 3212, Contra Costa County, California",2017,1234,71,280,133,227,65,458.0,140.0
1400000US06013322000,"Census Tract 3220, Contra Costa County, California",2017,541,35,26,89,101,20,270.0,52.0
1400000US06013323000,"Census Tract 3230, Contra Costa County, California",2017,368,51,22,111,37,27,120.0,8.0
1400000US06013324001,"Census Tract 3240.01, Contra Costa County, California",2017,2365,318,346,472,279,144,806.0,114.0
1400000US06013324002,"Census Tract 3240.02, Contra Costa County, California",2017,1471,176,238,232,312,111,402.0,75.0
1400000US06013325000,"Census Tract 3250, Contra Costa County, California",2017,714,75,51,15,73,81,419.0,18.0
1400000US06013326000,"Census Tract 3260, Contra Costa County, California",2017,197,19,0,30,13,62,73.0,14.0
1400000US06013327000,"Census Tract 3270, Contra Costa County, California",2017,967,74,54,109,69,252,409.0,36.0
1400000US06013328000,"Census Tract 3280, Contra Costa County, California",2017,1284,122,138,115,81,87,741.0,55.0
1400000US06013329000,"Census Tract 3290, Contra Costa County, California",2017,634,117,76,51,40,25,325.0,0.0
1400000US06013330000,"Census Tract 3300, Contra Costa County, California",2017,480,32,34,41,20,63,290.0,19.0
1400000US06013331000,"Census Tract 3310, Contra Costa County, California",2017,1042,0,178,180,66,35,583.0,55.0
1400000US06013332000,"Census Tract 3320, Contra Costa County, California",2017,662,62,113,129,59,52,247.0,15.0
1400000US06013333101,"Census Tract 3331.01, Contra Costa County, California",2017,452,44,42,85,15,24,242.0,8.0
1400000US06013333102,"Census Tract 3331.02, Contra Costa County, California",2017,430,22,44,115,75,68,106.0,13.0
1400000US06013333200,"Census Tract 3332, Contra Costa County, California",2017,629,57,146,78,100,53,195.0,69.0
1400000US06013334001,"Census Tract 3340.01, Contra Costa County, California",2017,591,71,27,134,60,43,256.0,59.0
1400000US06013334004,"Census Tract 3340.04, Contra Costa County, California",2017,1292,69,207,209,124,90,593.0,76.0
1400000US06013334006,"Census Tract 3340.06, Contra Costa County, California",2017,279,21,74,46,17,49,72.0,21.0
1400000US06013334200,"Census Tract 3342, Contra Costa County, California",2017,469,109,39,63,69,49,140.0,13.0
1400000US06013335000,"Census Tract 3350, Contra Costa County, California",2017,421,49,31,57,43,55,186.0,24.0
1400000US06013336101,"Census Tract 3361.01, Contra Costa County, California",2017,1261,82,125,207,179,113,555.0,27.0
1400000US06013336102,"Census Tract 3361.02, Contra Costa County, California",2017,2340,97,248,294,207,148,1346.0,69.0
1400000US06013336201,"Census Tract 3362.01, Contra Costa County, California",2017,574,10,116,84,43,34,287.0,9.0
1400000US06013336202,"Census Tract 3362.02, Contra Costa County, California",2017,1381,71,149,186,133,162,680.0,57.0
1400000US06013337100,"Census Tract 3371, Contra Costa County, California",2017,241,0,0,53,75,18,95.0,9.0
1400000US06013337200,"Census Tract 3372, Contra Costa County, California",2017,1376,87,227,96,340,41,585.0,16.0
1400000US06013337300,"Census Tract 3373, Contra Costa County, California",2017,476,102,120,27,73,67,87.0,17.0
1400000US06013338101,"Census Tract 3381.01, Contra Costa County, California",2017,863,63,94,100,56,62,488.0,34.0
1400000US06013338102,"Census Tract 3381.02, Contra Costa County, California",2017,156,0,22,43,19,26,46.0,8.0
1400000US06013338201,"Census Tract 3382.01, Contra Costa County, California",2017,164,15,20,7,37,0,85.0,0.0
1400000US06013338203,"Census Tract 3382.03, Contra Costa County, California",2017,1515,211,296,227,197,43,541.0,90.0
1400000US06013338204,"Census Tract 3382.04, Contra Costa County, California",2017,1204,163,96,173,172,100,500.0,38.0
1400000US06013338301,"Census Tract 3383.01, Contra Costa County, California",2017,170,62,11,0,5,5,87.0,0.0
1400000US06013338302,"Census Tract 3383.02, Contra Costa County, California",2017,263,75,80,16,11,0,81.0,17.0
1400000US06013339001,"Census Tract 3390.01, Contra Costa County, California",2017,1724,153,232,294,276,111,658.0,63.0
1400000US06013339002,"Census Tract 3390.02, Contra Costa County, California",2017,2740,289,334,543,302,278,994.0,17.0
1400000US06013340001,"Census Tract 3400.01, Contra Costa County, California",2017,1212,99,132,118,178,89,596.0,39.0
1400000US06013340002,"Census Tract 3400.02, Contra Costa County, California",2017,634,69,174,183,47,0,161.0,15.0
1400000US06013341000,"Census Tract 3410, Contra Costa County, California",2017,655,90,114,63,92,82,214.0,34.0
1400000US06013343001,"Census Tract 3430.01, Contra Costa County, California",2017,1096,183,218,83,91,95,426.0,63.0
1400000US06013343002,"Census Tract 3430.02, Contra Costa County, California",2017,549,60,34,134,40,50,231.0,0.0
1400000US06013343003,"Census Tract 3430.03, Contra Costa County, California",2017,224,0,67,28,30,20,79.0,0.0
1400000US06013345101,"Census Tract 3451.01, Contra Costa County, California",2017,441,59,85,90,40,22,145.0,0.0
1400000US06013345102,"Census Tract 3451.02, Contra Costa County, California",2017,81,9,0,44,7,0,21.0,0.0
1400000US06013345103,"Census Tract 3451.03, Contra Costa County, California",2017,273,0,73,57,26,16,101.0,29.0
1400000US06013345105,"Census Tract 3451.05, Contra Costa County, California",2017,353,28,78,82,8,33,124.0,30.0
1400000US06013345108,"Census Tract 3451.08, Contra Costa County, California",2017,873,89,157,67,151,61,348.0,0.0
1400000US06013345111,"Census Tract 3451.11, Contra Costa County, California",2017,761,134,82,116,115,72,242.0,32.0
1400000US06013345112,"Census Tract 3451.12, Contra Costa County, California",2017,941,27,226,85,185,138,280.0,0.0
1400000US06013345113,"Census Tract 3451.13, Contra Costa County, California",2017,47,0,13,17,0,0,17.0,24.0
1400000US06013345114,"Census Tract 3451.14, Contra Costa County, California",2017,252,39,44,13,0,33,123.0,18.0
1400000US06013345115,"Census Tract 3451.15, Contra Costa County, California",2017,451,30,150,71,32,9,159.0,71.0
1400000US06013345116,"Census Tract 3451.16, Contra Costa County, California",2017,122,12,21,29,21,26,13.0,0.0
1400000US06013345202,"Census Tract 3452.02, Contra Costa County, California",2017,1240,89,207,322,174,58,390.0,21.0
1400000US06013345203,"Census Tract 3452.03, Contra Costa County, California",2017,785,76,74,131,75,147,282.0,24.0
1400000US06013345204,"Census Tract 3452.04, Contra Costa County, California",2017,51,8,8,0,8,0,27.0,9.0
1400000US06013346101,"Census Tract 3461.01, Contra Costa County, California",2017,112,9,47,0,21,0,35.0,6.0
1400000US06013346102,"Census Tract 3461.02, Contra Costa County, California",2017,124,35,0,12,0,0,77.0,0.0
1400000US06013346201,"Census Tract 3462.01, Contra Costa County, California",2017,187,84,37,0,20,29,17.0,17.0
1400000US06013346203,"Census Tract 3462.03, Contra Costa County, California",2017,71,0,10,0,0,27,34.0,0.0
1400000US06013346204,"Census Tract 3462.04, Contra Costa County, California",2017,251,18,15,41,60,40,77.0,0.0
1400000US06013347000,"Census Tract 3470, Contra Costa County, California",2017,238,0,66,13,0,93,66.0,0.0
1400000US06013348000,"Census Tract 3480, Contra Costa County, California",2017,230,92,0,9,33,10,86.0,13.0
1400000US06013349000,"Census Tract 3490, Contra Costa County, California",2017,883,158,46,160,100,88,331.0,10.0
1400000US06013350000,"Census Tract 3500, Contra Costa County, California",2017,1103,187,134,153,109,141,379.0,39.0
1400000US06013351101,"Census Tract 3511.01, Contra Costa County, California",2017,58,9,0,0,0,23,26.0,51.0
1400000US06013351102,"Census Tract 3511.02, Contra Costa County, California",2017,197,28,0,0,0,14,155.0,84.0
1400000US06013351103,"Census Tract 3511.03, Contra Costa County, California",2017,49,0,0,0,0,0,49.0,9.0
1400000US06013351200,"Census Tract 3512, Contra Costa County, California",2017,50,21,0,0,0,0,29.0,17.0
1400000US06013352101,"Census Tract 3521.01, Contra Costa County, California",2017,73,3,8,23,0,0,39.0,0.0
1400000US06013352102,"Census Tract 3521.02, Contra Costa County, California",2017,122,58,0,0,16,16,32.0,14.0
1400000US06013352201,"Census Tract 3522.01, Contra Costa County, California",2017,638,174,47,44,30,23,320.0,15.0
1400000US06013352202,"Census Tract 3522.02, Contra Costa County, California",2017,155,18,34,13,12,2,76.0,51.0
1400000US06013353001,"Census Tract 3530.01, Contra Costa County, California",2017,98,30,8,0,60,0,0.0,9.0
1400000US06013353002,"Census Tract 3530.02, Contra Costa County, California",2017,144,31,40,22,11,16,24.0,0.0
1400000US06013354001,"Census Tract 3540.01, Contra Costa County, California",2017,86,10,5,0,5,35,31.0,5.0
1400000US06013354002,"Census Tract 3540.02, Contra Costa County, California",2017,421,129,55,19,17,21,180.0,17.0
1400000US06013355107,"Census Tract 3551.07, Contra Costa County, California",2017,255,15,42,10,31,37,120.0,8.0
1400000US06013355108,"Census Tract 3551.08, Contra Costa County, California",2017,897,16,143,161,89,63,425.0,0.0
1400000US06013355109,"Census Tract 3551.09, Contra Costa County, California",2017,403,72,62,33,12,5,219.0,0.0
1400000US06013355110,"Census Tract 3551.10, Contra Costa County, California",2017,344,17,7,0,175,15,130.0,29.0
1400000US06013355111,"Census Tract 3551.11, Contra Costa County, California",2017,452,24,58,75,76,42,177.0,0.0
1400000US06013355112,"Census Tract 3551.12, Contra Costa County, California",2017,124,22,0,0,0,0,102.0,17.0
1400000US06013355113,"Census Tract 3551.13, Contra Costa County, California",2017,142,24,21,37,11,19,30.0,11.0
1400000US06013355114,"Census Tract 3551.14, Contra Costa County, California",2017,480,137,21,50,63,36,173.0,0.0
1400000US06013355115,"Census Tract 3551.15, Contra Costa County, California",2017,1449,114,114,150,272,231,568.0,53.0
1400000US06013355116,"Census Tract 3551.16, Contra Costa County, California",2017,490,53,0,33,10,41,353.0,0.0
1400000US06013355117,"Census Tract 3551.17, Contra Costa County, California",2017,197,29,7,17,12,32,100.0,23.0
1400000US06013355200,"Census Tract 3552, Contra Costa County, California",2017,927,102,126,160,239,207,93.0,137.0
1400000US06013355301,"Census Tract 3553.01, Contra Costa County, California",2017,334,42,69,28,108,10,77.0,32.0
1400000US06013355302,"Census Tract 3553.02, Contra Costa County, California",2017,39,39,0,0,0,0,0.0,26.0
1400000US06013355304,"Census Tract 3553.04, Contra Costa County, California",2017,233,25,15,50,26,12,105.0,23.0
1400000US06013355306,"Census Tract 3553.06, Contra Costa County, California",2017,154,0,14,32,11,20,77.0,18.0
1400000US06013356001,"Census Tract 3560.01, Contra Costa County, California",2017,205,19,0,17,15,67,87.0,6.0
1400000US06013356002,"Census Tract 3560.02, Contra Costa County, California",2017,216,56,57,19,21,46,17.0,16.0
1400000US06013357000,"Census Tract 3570, Contra Costa County, California",2017,749,162,141,141,90,41,174.0,73.0
1400000US06013358000,"Census Tract 3580, Contra Costa County, California",2017,1085,99,83,132,83,133,555.0,69.0
1400000US06013359102,"Census Tract 3591.02, Contra Costa County, California",2017,655,34,147,119,92,38,225.0,26.0
1400000US06013359103,"Census Tract 3591.03, Contra Costa County, California",2017,670,41,180,119,27,66,237.0,45.0
1400000US06013359104,"Census Tract 3591.04, Contra Costa County, California",2017,243,35,24,92,0,10,82.0,0.0
1400000US06013359105,"Census Tract 3591.05, Contra Costa County, California",2017,217,33,53,8,68,8,47.0,7.0
1400000US06013359202,"Census Tract 3592.02, Contra Costa County, California",2017,432,36,92,66,0,26,212.0,17.0
1400000US06013359203,"Census Tract 3592.03, Contra Costa County, California",2017,409,50,4,78,85,69,123.0,0.0
1400000US06013359204,"Census Tract 3592.04, Contra Costa County, California",2017,168,40,5,15,25,23,60.0,7.0
1400000US06013360101,"Census Tract 3601.01, Contra Costa County, California",2017,302,40,10,35,13,33,171.0,29.0
1400000US06013360102,"Census Tract 3601.02, Contra Costa County, California",2017,150,0,0,0,37,49,64.0,37.0
1400000US06013360200,"Census Tract 3602, Contra Costa County, California",2017,611,33,64,147,76,107,184.0,80.0
1400000US06013361000,"Census Tract 3610, Contra Costa County, California",2017,704,89,55,106,81,46,327.0,33.0
1400000US06013362000,"Census Tract 3620, Contra Costa County, California",2017,300,50,27,20,55,46,102.0,0.0
1400000US06013363000,"Census Tract 3630, Contra Costa County, California",2017,655,63,125,0,226,74,167.0,90.0
1400000US06013364002,"Census Tract 3640.02, Contra Costa County, California",2017,653,46,118,38,30,33,388.0,34.0
1400000US06013365002,"Census Tract 3650.02, Contra Costa County, California",2017,831,93,76,85,75,37,465.0,53.0
1400000US06013365003,"Census Tract 3650.03, Contra Costa County, California",2017,1598,229,168,232,149,137,683.0,70.0
1400000US06013366001,"Census Tract 3660.01, Contra Costa County, California",2017,577,53,31,90,28,73,302.0,7.0
1400000US06013366002,"Census Tract 3660.02, Contra Costa County, California",2017,931,54,29,284,132,46,386.0,52.0
1400000US06013367100,"Census Tract 3671, Contra Costa County, California",2017,906,80,34,119,199,54,420.0,15.0
1400000US06013367200,"Census Tract 3672, Contra Costa County, California",2017,962,125,108,60,83,120,466.0,19.0
1400000US06013368001,"Census Tract 3680.01, Contra Costa County, California",2017,742,53,41,79,84,18,467.0,7.0
1400000US06013368002,"Census Tract 3680.02, Contra Costa County, California",2017,664,89,26,49,83,119,298.0,0.0
1400000US06013369001,"Census Tract 3690.01, Contra Costa County, California",2017,1721,106,106,65,306,149,989.0,24.0
1400000US06013369002,"Census Tract 3690.02, Contra Costa County, California",2017,479,0,45,75,114,0,245.0,0.0
1400000US06013370000,"Census Tract 3700, Contra Costa County, California",2017,330,34,29,56,27,0,184.0,0.0
1400000US06013371000,"Census Tract 3710, Contra Costa County, California",2017,798,71,42,148,60,86,391.0,50.0
1400000US06013372000,"Census Tract 3720, Contra Costa County, California",2017,875,25,151,70,182,61,386.0,12.0
1400000US06013373000,"Census Tract 3730, Contra Costa County, California",2017,470,18,32,42,21,90,267.0,0.0
1400000US06013374000,"Census Tract 3740, Contra Costa County, California",2017,942,0,67,126,208,135,406.0,69.0
1400000US06013375000,"Census Tract 3750, Contra Costa County, California",2017,783,79,124,72,107,43,358.0,0.0
1400000US06013376000,"Census Tract 3760, Contra Costa County, California",2017,1021,47,46,53,322,70,483.0,103.0
1400000US06013377000,"Census Tract 3770, Contra Costa County, California",2017,1311,72,112,98,147,258,624.0,102.0
1400000US06013378000,"Census Tract 3780, Contra Costa County, California",2017,674,61,74,129,81,37,292.0,8.0
1400000US06013379000,"Census Tract 3790, Contra Costa County, California",2017,1143,102,120,79,145,63,634.0,29.0
1400000US06013380000,"Census Tract 3800, Contra Costa County, California",2017,1356,221,179,175,223,63,495.0,58.0
1400000US06013381000,"Census Tract 3810, Contra Costa County, California",2017,1200,92,118,173,94,112,611.0,37.0
1400000US06013382000,"Census Tract 3820, Contra Costa County, California",2017,1627,33,167,127,282,142,876.0,43.0
1400000US06013383000,"Census Tract 3830, Contra Costa County, California",2017,796,81,180,87,113,68,267.0,42.0
1400000US06013384000,"Census Tract 3840, Contra Costa County, California",2017,191,14,10,39,10,23,95.0,56.0
1400000US06013385100,"Census Tract 3851, Contra Costa County, California",2017,126,55,8,25,7,16,15.0,8.0
1400000US06013385200,"Census Tract 3852, Contra Costa County, California",2017,121,15,9,0,19,21,57.0,14.0
1400000US06013386000,"Census Tract 3860, Contra Costa County, California",2017,1028,69,151,208,58,119,423.0,14.0
1400000US06013387000,"Census Tract 3870, Contra Costa County, California",2017,533,74,54,95,27,24,259.0,24.0
1400000US06013388000,"Census Tract 3880, Contra Costa County, California",2017,509,132,97,53,29,47,151.0,34.0
1400000US06013389100,"Census Tract 3891, Contra Costa County, California",2017,472,91,85,43,65,26,162.0,17.0
1400000US06013389200,"Census Tract 3892, Contra Costa County, California",2017,613,125,102,80,60,49,197.0,36.0
1400000US06013390100,"Census Tract 3901, Contra Costa County, California",2017,135,36,11,18,33,5,32.0,4.0
1400000US06013390200,"Census Tract 3902, Contra Costa County, California",2017,100,0,12,17,18,4,49.0,11.0
1400000US06013391000,"Census Tract 3910, Contra Costa County, California",2017,176,45,16,43,0,0,72.0,8.0
1400000US06013392000,"Census Tract 3920, Contra Costa County, California",2017,72,0,5,38,0,0,29.0,11.0
1400000US06013392200,"Census Tract 3922, Contra Costa County, California",2017,1171,106,65,254,44,55,647.0,67.0
1400000US06013392300,"Census Tract 3923, Contra Costa County, California",2017,147,27,5,12,6,6,91.0,6.0
1400000US06013990000,"Census Tract 9900, Contra Costa County, California",2017,0,0,0,0,0,0,0.0,0.0
1400000US06013301000,"Census Tract 3010, Contra Costa County, California",2019,255,16,12,19,41,12,155.0,96.0
1400000US06013302005,"Census Tract 3020.05, Contra Costa County, California",2019,984,14,71,67,206,75,551.0,47.0
1400000US06013302006,"Census Tract 3020.06, Contra Costa County, California",2019,212,0,8,65,50,0,89.0,28.0
1400000US06013302007,"Census Tract 3020.07, Contra Costa County, California",2019,506,23,74,55,94,44,216.0,81.0
1400000US06013302008,"Census Tract 3020.08, Contra Costa County, California",2019,433,22,127,96,58,15,115.0,54.0
1400000US06013302009,"Census Tract 3020.09, Contra Costa County, California",2019,715,57,120,54,115,25,344.0,0.0
1400000US06013302010,"Census Tract 3020.10, Contra Costa County, California",2019,338,0,40,70,136,19,73.0,0.0
1400000US06013303102,"Census Tract 3031.02, Contra Costa County, California",2019,711,41,97,90,116,62,305.0,0.0
1400000US06013303103,"Census Tract 3031.03, Contra Costa County, California",2019,1076,106,122,148,27,119,554.0,163.0
1400000US06013303201,"Census Tract 3032.01, Contra Costa County, California",2019,928,66,55,183,15,205,404.0,69.0
1400000US06013303202,"Census Tract 3032.02, Contra Costa County, California",2019,499,74,22,71,90,83,159.0,0.0
1400000US06013303203,"Census Tract 3032.03, Contra Costa County, California",2019,572,22,127,65,55,32,271.0,0.0
1400000US06013303204,"Census Tract 3032.04, Contra Costa County, California",2019,422,26,41,24,28,70,233.0,50.0
1400000US06013303205,"Census Tract 3032.05, Contra Costa County, California",2019,448,0,72,107,46,28,195.0,42.0
1400000US06013304001,"Census Tract 3040.01, Contra Costa County, California",2019,298,25,32,55,32,30,124.0,18.0
1400000US06013304002,"Census Tract 3040.02, Contra Costa County, California",2019,89,22,6,0,13,7,41.0,19.0
1400000US06013304003,"Census Tract 3040.03, Contra Costa County, California",2019,158,65,0,36,0,6,51.0,35.0
1400000US06013304004,"Census Tract 3040.04, Contra Costa County, California",2019,351,40,10,109,17,10,165.0,16.0
1400000US06013304005,"Census Tract 3040.05, Contra Costa County, California",2019,352,45,91,47,36,29,104.0,32.0
1400000US06013305000,"Census Tract 3050, Contra Costa County, California",2019,1655,34,172,259,66,166,958.0,21.0
1400000US06013306002,"Census Tract 3060.02, Contra Costa County, California",2019,237,0,103,19,65,0,50.0,0.0
1400000US06013306003,"Census Tract 3060.03, Contra Costa County, California",2019,673,135,53,58,37,101,289.0,94.0
1400000US06013306004,"Census Tract 3060.04, Contra Costa County, California",2019,669,30,61,137,63,52,326.0,11.0
1400000US06013307101,"Census Tract 3071.01, Contra Costa County, California",2019,431,8,76,51,24,52,220.0,10.0
1400000US06013307102,"Census Tract 3071.02, Contra Costa County, California",2019,883,8,51,99,52,192,481.0,18.0
1400000US06013307201,"Census Tract 3072.01, Contra Costa County, California",2019,499,47,31,18,97,35,271.0,79.0
1400000US06013307202,"Census Tract 3072.02, Contra Costa County, California",2019,1316,33,117,147,77,121,821.0,10.0
1400000US06013307204,"Census Tract 3072.04, Contra Costa County, California",2019,313,0,0,87,94,11,121.0,10.0
1400000US06013307205,"Census Tract 3072.05, Contra Costa County, California",2019,1640,128,136,270,150,153,803.0,90.0
1400000US06013308001,"Census Tract 3080.01, Contra Costa County, California",2019,809,11,161,105,80,69,383.0,10.0
1400000US06013308002,"Census Tract 3080.02, Contra Costa County, California",2019,257,6,0,5,64,11,171.0,0.0
1400000US06013309000,"Census Tract 3090, Contra Costa County, California",2019,537,18,113,11,87,55,253.0,38.0
1400000US06013310000,"Census Tract 3100, Contra Costa County, California",2019,964,87,84,57,71,101,564.0,15.0
1400000US06013311000,"Census Tract 3110, Contra Costa County, California",2019,633,83,35,14,41,87,373.0,54.0
1400000US06013312000,"Census Tract 3120, Contra Costa County, California",2019,490,99,47,14,25,88,217.0,13.0
1400000US06013313101,"Census Tract 3131.01, Contra Costa County, California",2019,1503,18,186,134,132,250,783.0,37.0
1400000US06013313102,"Census Tract 3131.02, Contra Costa County, California",2019,901,77,77,98,64,35,550.0,0.0
1400000US06013313103,"Census Tract 3131.03, Contra Costa County, California",2019,1043,106,207,89,71,162,408.0,37.0
1400000US06013313203,"Census Tract 3132.03, Contra Costa County, California",2019,214,27,34,35,23,20,75.0,0.0
1400000US06013313204,"Census Tract 3132.04, Contra Costa County, California",2019,849,35,63,121,112,106,412.0,17.0
1400000US06013313205,"Census Tract 3132.05, Contra Costa County, California",2019,131,19,34,6,5,4,63.0,3.0
1400000US06013313206,"Census Tract 3132.06, Contra Costa County, California",2019,720,99,51,107,83,45,335.0,47.0
1400000US06013314102,"Census Tract 3141.02, Contra Costa County, California",2019,536,0,46,155,67,57,211.0,43.0
1400000US06013314103,"Census Tract 3141.03, Contra Costa County, California",2019,902,56,101,105,59,103,478.0,59.0
1400000US06013314104,"Census Tract 3141.04, Contra Costa County, California",2019,1156,191,123,280,211,97,254.0,79.0
1400000US06013314200,"Census Tract 3142, Contra Costa County, California",2019,626,70,0,40,123,9,384.0,47.0
1400000US06013315000,"Census Tract 3150, Contra Costa County, California",2019,255,10,0,58,0,24,163.0,21.0
1400000US06013316000,"Census Tract 3160, Contra Costa County, California",2019,388,41,35,40,50,40,182.0,5.0
1400000US06013317000,"Census Tract 3170, Contra Costa County, California",2019,607,36,64,132,98,14,263.0,29.0
1400000US06013318000,"Census Tract 3180, Contra Costa County, California",2019,790,141,137,109,77,68,258.0,53.0
1400000US06013319000,"Census Tract 3190, Contra Costa County, California",2019,1202,128,133,214,233,98,396.0,105.0
1400000US06013320001,"Census Tract 3200.01, Contra Costa County, California",2019,324,99,60,60,42,0,63.0,0.0
1400000US06013320003,"Census Tract 3200.03, Contra Costa County, California",2019,148,10,30,31,30,36,11.0,0.0
1400000US06013320004,"Census Tract 3200.04, Contra Costa County, California",2019,710,97,95,40,114,111,253.0,0.0
1400000US06013321101,"Census Tract 3211.01, Contra Costa County, California",2019,612,42,198,77,101,32,162.0,5.0
1400000US06013321102,"Census Tract 3211.02, Contra Costa County, California",2019,292,74,37,0,55,51,75.0,18.0
1400000US06013321103,"Census Tract 3211.03, Contra Costa County, California",2019,351,63,15,83,43,52,95.0,24.0
1400000US06013321200,"Census Tract 3212, Contra Costa County, California",2019,1236,78,310,203,232,115,298.0,162.0
1400000US06013322000,"Census Tract 3220, Contra Costa County, California",2019,381,25,61,30,106,0,159.0,43.0
1400000US06013323000,"Census Tract 3230, Contra Costa County, California",2019,341,28,52,95,13,41,112.0,8.0
1400000US06013324001,"Census Tract 3240.01, Contra Costa County, California",2019,2206,152,361,288,361,207,837.0,163.0
1400000US06013324002,"Census Tract 3240.02, Contra Costa County, California",2019,1464,182,330,231,267,99,355.0,78.0
1400000US06013325000,"Census Tract 3250, Contra Costa County, California",2019,625,79,53,33,19,61,380.0,0.0
1400000US06013326000,"Census Tract 3260, Contra Costa County, California",2019,159,11,6,27,0,53,62.0,6.0
1400000US06013327000,"Census Tract 3270, Contra Costa County, California",2019,787,39,24,69,64,96,495.0,14.0
1400000US06013328000,"Census Tract 3280, Contra Costa County, California",2019,1246,115,173,176,119,105,558.0,59.0
1400000US06013329000,"Census Tract 3290, Contra Costa County, California",2019,843,88,63,104,63,22,503.0,0.0
1400000US06013330000,"Census Tract 3300, Contra Costa County, California",2019,427,8,30,42,49,50,248.0,21.0
1400000US06013331000,"Census Tract 3310, Contra Costa County, California",2019,1157,45,190,66,14,52,790.0,44.0
1400000US06013332000,"Census Tract 3320, Contra Costa County, California",2019,653,35,104,151,43,72,248.0,18.0
1400000US06013333101,"Census Tract 3331.01, Contra Costa County, California",2019,387,60,54,79,20,22,152.0,29.0
1400000US06013333102,"Census Tract 3331.02, Contra Costa County, California",2019,360,0,78,76,94,30,82.0,0.0
1400000US06013333200,"Census Tract 3332, Contra Costa County, California",2019,517,43,116,81,138,9,130.0,0.0
1400000US06013334001,"Census Tract 3340.01, Contra Costa County, California",2019,700,64,28,123,95,80,310.0,64.0
1400000US06013334004,"Census Tract 3340.04, Contra Costa County, California",2019,1249,105,199,208,148,46,543.0,65.0
1400000US06013334006,"Census Tract 3340.06, Contra Costa County, California",2019,384,15,90,83,40,22,134.0,0.0
1400000US06013334200,"Census Tract 3342, Contra Costa County, California",2019,511,90,17,35,87,20,262.0,0.0
1400000US06013335000,"Census Tract 3350, Contra Costa County, California",2019,376,43,63,14,61,52,143.0,7.0
1400000US06013336101,"Census Tract 3361.01, Contra Costa County, California",2019,1361,126,179,222,134,84,616.0,20.0
1400000US06013336102,"Census Tract 3361.02, Contra Costa County, California",2019,2254,121,350,226,131,160,1266.0,93.0
1400000US06013336201,"Census Tract 3362.01, Contra Costa County, California",2019,556,16,57,82,37,36,328.0,18.0
1400000US06013336202,"Census Tract 3362.02, Contra Costa County, California",2019,1285,146,98,144,72,184,641.0,124.0
1400000US06013337100,"Census Tract 3371, Contra Costa County, California",2019,229,0,22,0,61,28,118.0,27.0
1400000US06013337200,"Census Tract 3372, Contra Costa County, California",2019,1336,145,216,143,255,41,536.0,0.0
1400000US06013337300,"Census Tract 3373, Contra Costa County, California",2019,557,30,104,71,12,109,231.0,0.0
1400000US06013338101,"Census Tract 3381.01, Contra Costa County, California",2019,829,59,64,68,45,86,507.0,0.0
1400000US06013338102,"Census Tract 3381.02, Contra Costa County, California",2019,155,0,10,63,20,8,54.0,30.0
1400000US06013338201,"Census Tract 3382.01, Contra Costa County, California",2019,153,9,36,20,12,11,65.0,25.0
1400000US06013338203,"Census Tract 3382.03, Contra Costa County, California",2019,1662,143,334,311,245,68,561.0,0.0
1400000US06013338204,"Census Tract 3382.04, Contra Costa County, California",2019,1195,158,77,237,30,157,536.0,57.0
1400000US06013338301,"Census Tract 3383.01, Contra Costa County, California",2019,155,55,12,14,10,0,64.0,0.0
1400000US06013338302,"Census Tract 3383.02, Contra Costa County, California",2019,330,60,100,51,0,17,102.0,0.0
1400000US06013339001,"Census Tract 3390.01, Contra Costa County, California",2019,1754,138,221,295,294,102,704.0,41.0
1400000US06013339002,"Census Tract 3390.02, Contra Costa County, California",2019,2822,598,312,617,339,241,715.0,93.0
1400000US06013340001,"Census Tract 3400.01, Contra Costa County, California",2019,1052,91,186,58,217,139,361.0,84.0
